# source_path	size	git_blob_sha	sha256	action	clean_path	reason
mnm-routing-verified/NEXT_3_PATHS.md	3931	82c145cffad110f7d2be974bfcb0081b581aac4e	cbffa4b15e0c2d414aea606bbf5bbd95ca223700666fc24771f92bcf725b2a8f	DELETE_OVERCLAIM		full-chain/order claims exceed direct opcode proof; auditory/indirect evidence
mnm-routing-verified/ROUTING_CONFIRMED.md	6805	12c2db857e0c3163dab680d26bbab97ff27b1bc2	8e770722565cdd536c3ef124be5dcd701d006fe7e036b5e7443c41b5b0a925d9	DELETE_OVERCLAIM		full-chain/order claims exceed direct opcode proof; auditory/indirect evidence
mnm-routing-verified/Source/mmnova/MnmRouting_verified.h	7072	ec908e6aa9e4a80292e578072f93ce1d3ceea08b	629c79edb00843196677fcea22a3caf96b64823b63731e23bc31bb55609660fe	DELETE_OVERCLAIM		full-chain/order claims exceed direct opcode proof; auditory/indirect evidence
mnm-routing-verified/index.html	52872	403acefd7780e63f9c5c4412fbb764972859882b	3ed119213ffb6eb08470dfa5b8a0301dfa060f257fae656ad34d0b607dd93d11	DELETE_UI_ARTIFACT		generated preview/presentation, not DSP source or proof
mnm-routing-verified/tools/parse_descriptors.py	3428	9f5c38435320158b9696460a4347abe931b409a0	f8ad624f8b476d77109bc95cb5b3fca775d10d28b714bae2bfcd7a2473903ea1	DELETE_OVERCLAIM		full-chain/order claims exceed direct opcode proof; auditory/indirect evidence
mnmdsp_reference filter from emulation/README_RU.md	6886	8ff28702e816bff4fcd5b2826e8013467f196f29	0d5bf2690fdc731c9124f12efab1543fc51a53607ceb9258c7a874aac6c61677	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/bbox_drum_bank.bin	187068	c4fdcfbc89494ecc88e4077f8d213742268c109e	1408c266b828d09c7709eed47e02b40ffaad482d447c967a20411f16f663f454	RETAIN_EXACT_DATA	data/bbox_drum_bank.bin	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/bbox_models_fragment.h	728	e753d3e296862ff10e16cbede760083adf1652e2	5a23e3ced6d7b7c2884d91e2c0a6f5e9f719205bb23e113b0d16b20a562a1e20	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/bbox_wav/model_00.wav	129	9a9dd53688d5299e99167b2afb6d7afffb1a4bb6	929ffcf23137aca8cd3e13ac977fa7814a553c167d312df6e68dc45d396d07b4	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/bbox_wav/model_01.wav	129	914ff464a92f1dd94fba99e1f69dff78b1fd75a2	36b3894a13d3ea1a761fa008079d4aeab3fa6781347c79e5710c0262a84a025c	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/bbox_wav/model_02.wav	129	7ce36b8c77e8eb08a43832f74895f5a2b58ef50a	dcb1288fa3ccace41b76350111314eb72c3e858860b7ec4264f867d5f2888e9d	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/bbox_wav/model_03.wav	129	e50d78afbbc4507492e0ef9a3776a6ad6bad187c	7d0c19fc1ef602902f292811246c2e4913981111eeb6042e54828ff42c5dc736	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/bbox_wav/model_04.wav	129	66670eb36fac7ec41e4b2a336a4bbf2d6abc8880	aa86f066e9d91ed9aed787f168c152546cd9ea2f53987881126ae2fcd7908354	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/bbox_wav/model_05.wav	130	856ae69562c13d82701b0b92616be54becabf61a	8e83d352e1ee502f27a065e41485ad462362545b60464715da80cb8edc32d256	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/bbox_wav/model_06.wav	129	6411366f4cda05788ae5d25393b19cdf32cb732b	a83ea32bd7e22a669c42f2229989a3eb53ccd19aa3cacd69213960da76ec2a13	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/bbox_wav/model_07.wav	129	12f24144459824138621e4c0e594cd76916b9ba2	f0ac0991fd26990e5b2cac0d15e3f708b68651e75ddb79e6dbc23d2c489785af	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/bbox_wav/model_08.wav	130	3144b540728c157c1afa82c465e3a1924453075e	bfd1fb37d4753f59dfe1b01d7e6316f98a216cdb0bf53c70dc12dd3ec3aa0526	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/bbox_wav/model_09.wav	129	4441bfdf5dfd6c5f3df2af3c3b4dcf9b848a6c94	7f2123956b5bf9c3e0eddfa70e65a722093392b6dfd0d2ea4c8bbf5551f87f94	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/bbox_wav/model_10.wav	129	784bd49e0545c20cb6a8ab6c65882a4e4deb52b6	b07588b131e2879d2bb74fdebed9231a48513038445d7bceca350e5dbd91628e	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/bbox_wav/model_11.wav	129	338c10c23b421e8f92fea27ae2fc688779cb4133	a83c83f777d9def05b9a5231bd1c18b4f0e9af0e8ab9054ce110ea946087766d	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/data/kernel/amp_decay_table.bin	384	0547c8910f42a95e34cbb208adc03bb1f7d35146	13a518a3879930f38bec68cbc50407b5d841664d811cde1528e3c9fbae3cb42b	RETAIN_EXACT_DATA	data/kernel/amp_decay_table.bin	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/amp_decay_table.txt	5120	32e9f6aa8adef0463a66c7a481e6c969fa90f328	66c3f29ead445e1855bfe32b8b71b8bf68ecd09f4d952819c3d23f48872d4760	RETAIN_EXACT_DATA	data/kernel/amp_decay_table.txt	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/amp_lfo_rate_table.bin	384	f8456f5f4430995a4c8022917e9d4163c086ecff	0537c715ab95b4700b88078761a72b3394b2a9c1961944e1e5c09ac16b6b98f3	RETAIN_EXACT_DATA	data/kernel/amp_lfo_rate_table.bin	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/amp_lfo_rate_table.txt	5120	2f3d60d0240b0238e4f34ed033e3dfa583bf4858	9522538f95300e93059bf25ac8c758206555f75413d28481a5884bd8a3159aa3	RETAIN_EXACT_DATA	data/kernel/amp_lfo_rate_table.txt	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/drive_curve.bin	387	0894d9879005dd2041ee02a5e84cd74632814cd9	27e4846c83b1dcac597ad3bfd3fcc863a31ed49f01ea02e30b3dc1a1ca0ed2a3	RETAIN_EXACT_DATA	data/kernel/drive_curve.bin	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/drive_curve.txt	5160	f655e153a4e013e4bf027f730b407218b7e7b377	e58618540d2dcbe912aa723be082c96198d057985e45328c5dabbcfb207bd42f	RETAIN_EXACT_DATA	data/kernel/drive_curve.txt	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/filt_cutoff_table.bin	384	3b1f3dfba28829617ba6f554e02ee9e42d971697	a7f2a9c476a7340846497785b4c388e4aa7d279be30b592c6c2274fddef1ae22	RETAIN_EXACT_DATA	data/kernel/filt_cutoff_table.bin	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/filt_cutoff_table.txt	5120	7186ba0d30d9728b53d4ddbec68705f41fce5ea4	22988fd52c575e8309d6224f8b60caea55a06c2b38ac09cbc7609e1e44c7e115	RETAIN_EXACT_DATA	data/kernel/filt_cutoff_table.txt	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/filt_cutoff_table2.bin	384	c991f0a848eb5edc6a9ee8979fba0873cac0c706	bdd88ebc48a7d680e22eaa25cc221a61684fa96ecf25d70a80ed772314ade217	RETAIN_EXACT_DATA	data/kernel/filt_cutoff_table2.bin	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/filt_cutoff_table2.txt	5120	e01ee5fc96604de847946bef117a1b5cd18e630a	495e657fb31a97a6056a01304d53606cdd8dfbb378551024f4ff412e78a21f22	RETAIN_EXACT_DATA	data/kernel/filt_cutoff_table2.txt	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/filter_coeff_a.bin	144	3b271b24cb3ebe0b2880b5f2ac2a8b64ff62c84c	8c442fd358190db3028b1d9b7d47532e7f81236a1ce92b5ed1c3fa98e099b73d	RETAIN_EXACT_DATA	data/kernel/filter_coeff_a.bin	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/filter_coeff_a.txt	1920	b6b1bb96017a9e12a8b52f87d2093e136fcdbe2b	de5db5d012fa424cd78dfd88c892ed5cf1131e7e2e1f03d96079bc4cf8beac26	RETAIN_EXACT_DATA	data/kernel/filter_coeff_a.txt	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/filter_coeff_b.bin	144	6edc6946f2013469e42839580f4e7a641f232aa5	2cd5a74ab6d492b0b9b103887f4fded27d1eb5a6a03d45afd3b8db4df83bd7bd	RETAIN_EXACT_DATA	data/kernel/filter_coeff_b.bin	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/filter_coeff_b.txt	1920	f3c4e0c5d7c1d7464afa7c5d16676a9f45d82c8f	4a025f220b0729eafe68c6d33a93d87c73eaefd6d3567fd03b67e0a6b63ec87e	RETAIN_EXACT_DATA	data/kernel/filter_coeff_b.txt	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/filter_coeff_c.bin	144	2f4127c8e486fce7631f1c2c11d2864a5e74f7e2	6696fe8c9a3d582f20499b68d665f39749e369a6114708732d507d4f76e9cde2	RETAIN_EXACT_DATA	data/kernel/filter_coeff_c.bin	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/filter_coeff_c.txt	1920	eb86d66bc5baaa4ceb637dcea457c40aa4f4e0f5	dc3a06062c6b0481f4829b3ff8974d9349baa963072fb78a98191bd1297f50e1	RETAIN_EXACT_DATA	data/kernel/filter_coeff_c.txt	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/fm_ratio_table.bin	72	f9df564e1f426f7bdfb0f91a58a94e7a76564a11	a5e03e83d062e87a5c50fc4f8faf2c9b3bd50b3ea02d957a425be51b21cbbb83	RETAIN_EXACT_DATA	data/kernel/fm_ratio_table.bin	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/fm_ratio_table.txt	960	fbb44114137550cd5d73de933b26a86ba9e28f7b	e1c235cedc4fa394b1eae33d393ed6520e1bbfbb1c04eaefa0bb6418a651086b	RETAIN_EXACT_DATA	data/kernel/fm_ratio_table.txt	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/kernel_curve.bin	771	14843ceb4369bb4dec168476ecc26a57d6f389f6	2f868a67929efb39b15bd865f14d9028a3816eef55b70bbdf8b4b00d205bb5c8	RETAIN_EXACT_DATA	data/kernel/kernel_curve.bin	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/kernel_curve.txt	10280	bc1e8f13c749e9ed79773d046763b0b65acdfe01	3201d6a56192720c77f7d9df8703ef264b4a76d0fb1cdb7d1d6340c05653db3f	RETAIN_EXACT_DATA	data/kernel/kernel_curve.txt	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/lfo_cycle_table.bin	384	fe7b27f9c71bfa1ea838069de7f57bd65640bbaf	2717ac39610f528e53ee434b8a72a12c173770696009300d060b4bc502793320	RETAIN_EXACT_DATA	data/kernel/lfo_cycle_table.bin	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/kernel/lfo_cycle_table.txt	5120	f0f33f74279d85f90ff7337e46c5b76390d5eb8f	080f59a83f859bc2e17993a8e23342ed929144cb111543ee36a20231ded0ed68	RETAIN_EXACT_DATA	data/kernel/lfo_cycle_table.txt	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/data/pitch_wavetable_2048.bin	6144	049ff9db7adac36c6048aadd0ac6f4c52d8e734e	2c5a1ff66290187d040b9897b037ddda349dd04da0440c6f398b48167231e9b2	RETAIN_EXACT_DATA_CAVEAT	data/pitch_wavetable_2048.bin	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/docs/BBOX_RU.md	6549	fc29b78823fea4cbcfad49303df8351e554376f8	de1aebffa7e4ba74b2d104ed386ddde8698bb85b1f623a94959ad0f813fad22a	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/docs/KERNEL_CHAIN_RU.md	8135	123b00df3a28d11b5d17f02b6a073e93750e159d	120247db4bbc573008a2eb5d6377b60216447681af80a83458fa051137b1409c	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/docs/ROUTING_RU.md	6316	586810a165a58ab06d4334dead8523018be9f69d	cd908f3f490c42cca9f83f3495255aa3fd9fbf7c7c760fcddd8b1c0ab80ae778	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/dsp/MnmAmp.h	12488	e66a9bd85130543637c3c181b809f6c5534d495e	1a6c6ad092dcffbe984689a57b434fdba5f73f6c541731c47a1c840e9e3b0f04	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/dsp/MnmFilter.h	7376	4d0d3d74967639821020439b5dbb16d7d24b9b9d	da9467e0e968356a565dfb82cac1c5d8cb32ebcac8d65a316e51ba645f35d20d	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/dsp/MnmFixed.h	3302	a7d571122728152f125dda2d19f10589c4e5fc2c	cc857494b79941712da499d5ea4aba9fc0704a20f0cc6a7f72f3810e5343dc5f	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/dsp/MnmKernelTables.h	9649	cdaae47d678a83ce948d6779138c15bfd464a50a	3f2bec13c83223427ac4991ddf722906d17cac1db191257d2348578236ea4fd2	EXTRACTED_EXACT_TABLE_HEADER	data/MnmVerifiedKernelTables.h	exact raw data/header or narrowed proof subset
mnmdsp_reference filter from emulation/dsp/MnmParams.h	4457	a922c8c74fec4f367b94c4029134ca5176500008	2d2cb1a7fc227ff0d7397773cc471ceeab895786458686f5a3e6e59b0e5b8a65	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/dsp/MnmRouting.h	8025	add33d5e2a99c7ed66bd4a124bcb6c84aae574a4	daf413d05e8055661a7ed598317e34c725feb4b5002a0d20f060474c6fd5481e	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/dsp/machines/ChorusCore.cpp	25314	2581f9c80104e14229f3605b8d360241664a9e11	0cbfd6872be7f6aa5de2a66c112204f995ada5b77b6090618566fbdab95850e5	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/dsp/machines/ChorusCore.h	3640	86c7c5156c50168574bb24bd9f3d77d3ab488989	3e33c2b1039d1fc609e4091957a805124f9401956789f073e80f82dee899b2a2	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/dsp/machines/ChorusTables.h	44328	0e720229949de492fa26b854b0842f88792a9615	90b207d6506b0b2b65403af5ba2a73b54400091c29d55db3f3d8cae3e5b79e9a	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/dsp/machines/MnmBBox.h	12336	322cc8450c971b3152f19063770795e6ddd255b2	bb0892d2b4c1f505bdb474720ebc5c41447bbf563ac27f5fc630d07df50f9cf0	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/read.txt	626	e3558e32f84fa10cb7d1fd9932685f1708c92914	00c4630339155422b57c48ba9dbb03a8006dfb4a0d7b57c77dd98b73f4ee01b0	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/rig/EMULATOR_PATCHES.md	1721	b8bb7959811874edac778acf2c2d497a4a5018dd	cd27bcb315cfe09f9a955a478279da192d97db4583e3cdf5c1b927a1537dbe34	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/rig/build.sh	1473	dcc0a391c758bd1052aa5ff9ae2868fcf7998ed1	d148478b8554bc8040df2a410db735cdd562092200b18732242d5cbae7a1e0cc	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/rig/cutoff_table_1700.h	18049	a52668e541b12d5f82eaa3723902d34308984dae	18fe137027d0fc4103ac1299bb5a404d04e97260fdbf8611f5db5fbe9ab6a8fa	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/rig/rig.cpp	15047	a68831cb10e4cd20a07eea00cb44e9b15ba2a4d9	1227814ca68be0f4fc3e3677387e677580e32d40a4418ce3a2d92dccd09adc02	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/rig/stub_jit.cpp	265	44fdc3b15812d1cd577797a1d261d65668e7d1ca	22e7f2d4933616dce4af79bbffbfb99302e04005ecf5c59f053393aa680ff578	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/rig/t2.cpp	817	539d11edabe0903224529fb46e481a5fc7e6fd43	ff4e92d0b3fc7e61888f03917e207bdf1984f0814fd9b9a422790500286df1dd	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
mnmdsp_reference filter from emulation/rig/test_blocks.cpp	2188	54648675ca67923d25f63f303b2d8331719b0a67	aabc58c55712fa1e56ea427cb56db550695e1f4c559520181c82b198a036c70c	DELETE_PARTIAL_OR_UNPROVEN		partial exact structure plus open mappings/runtime tables/intentional deviation
synth → dist → → srr → filt eq → env → dsndEQ после фильтра.txt	2130	028438d74f972a23977e4a854d2070adef693640	57820564cf1b5ff683a9f924ffa22e9a1772830b7c8d2457a44a879713b81d1f	DELETE_NOT_PROOF		working notes/questions, not verified output
как достать q фильтра.txt	1790	1a7ee6911a4e546c0ffcaf4bc8a66bbbe91a9758	586a6b4b61a38528d06583aee9e4bcc2c0556ed3604a4290e5ab1339ca30073c	DELETE_NOT_PROOF		working notes/questions, not verified output
